timestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1584479651965763275,,1,,1584479650,957822941,'',2,"""/logging/rosbag_record""","""Subscribing to /rosout""","""/home/debian/catkin_ws/src/ros_comm/rosbag/src/recorder.cpp""","""shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe""",212,[/rosout]
1584479651991685900,,2,,1584479651,416132275,'',2,"""/logging/rosbag_record""","""Subscribing to /rosout_agg""","""/home/debian/catkin_ws/src/ros_comm/rosbag/src/recorder.cpp""","""shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe""",212,[/rosout]
1584479708243102448,,1,,1584479708,199377059,'',1,"""/top/exec""","""init_node, name[/top/exec], pid[4276]""","""client.py""","""init_node""",340,[/rosout]
1584479708438504948,,2,,1584479708,436388015,'',1,"""/top/exec""","""... service URL is rosrpc://gandalf:37297""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479708611480823,,3,,1584479708,586929082,'',1,"""/top/exec""","""[/top/exec/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479709309779615,,1,,1584479708,894855022,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479710091596407,,2,,1584479709,338062047,'',1,"""/top/watchdog""","""[/top/watchdog/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479710662797532,,2,,1584479709,592472076,'',1,"""/top/tcp_server""","""[/top/tcp_server/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479710765570698,,4,,1584479710,747729063,'',1,"""/top/exec""","""... service URL is rosrpc://gandalf:37297""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479710920759365,,5,,1584479710,893096923,'',1,"""/top/exec""","""[/top/exec/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479711608612032,,3,,1584479711,568427085,'',1,"""/top/readiness_admin""","""... service URL is rosrpc://gandalf:33345""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479711722892157,,4,,1584479711,708167076,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479712201490990,,3,,1584479712,152396917,'',1,"""/top/tcp_server""","""... service URL is rosrpc://gandalf:40267""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479712283028199,,4,,1584479712,244338035,'',1,"""/top/tcp_server""","""[/top/tcp_server/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479713168180740,,3,,1584479713,111097097,'',1,"""/top/watchdog""","""... service URL is rosrpc://gandalf:41589""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479713290155824,,4,,1584479713,237982034,'',1,"""/top/watchdog""","""[/top/watchdog/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479713377986782,,1,,1584479710,463623046,'',1,"""/hardware/injection_valve""","""[/hardware/injection_valve/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479713594026907,,2,,1584479713,561198949,'',1,"""/hardware/injection_valve""","""... service URL is rosrpc://gandalf:44077""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479713755953949,,4,,1584479713,715616941,'',1,"""/hardware/injection_valve""","""[/hardware/injection_valve/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479715734651616,,3,,1584479715,615036964,'',1,"""/hardware/abort_valve""","""... service URL is rosrpc://gandalf:39127""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479715821073157,,4,,1584479715,782762050,'',1,"""/hardware/abort_valve""","""[/hardware/abort_valve/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479715955956116,,5,,1584479715,915426969,'',2,"""/top/tcp_server""","""Attempting to start server at 192.168.1.146:8001""","""tcp_server.py""","""<module>""",198,[/rosout]
1584479716068348574,,6,,1584479716,23682117,'',2,"""/top/tcp_server""","""Started server at 192.168.1.146:8001""","""tcp_server.py""","""<module>""",212,[/rosout]
1584479716325623866,,1,,1584479713,904768943,'',1,"""/hardware/linear_actuator""","""[/hardware/linear_actuator/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479717431550116,,3,,1584479717,417203903,'',1,"""/hardware/linear_actuator""","""... service URL is rosrpc://gandalf:36831""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479717520433491,,4,,1584479717,511065959,'',1,"""/hardware/linear_actuator""","""[/hardware/linear_actuator/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479719923391033,,1,,1584479719,548269033,'',1,"""/hardware/scheduler""","""[/hardware/scheduler/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479719976509449,,6,,1584479719,962208032,'',1,"""/top/exec""","""node[/top/exec, http://gandalf:37227/] entering spin(), pid[4276]""","""client.py""","""spin""",126,"[/commands, /rosout]"
1584479719990990324,,3,,1584479719,987105866,'',2,"""/logging/rosbag_record""","""Subscribing to /uptime""","""/home/debian/catkin_ws/src/ros_comm/rosbag/src/recorder.cpp""","""shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe""",212,[/rosout]
1584479721431822491,,5,,1584479721,417529106,'',2,"""/hardware/injection_valve""","""Starting DC motor driver on pins P9_18, P9_17""","""motor_driver.py""","""<module>""",44,[/rosout]
1584479722025349950,,6,,1584479722,15598058,'',4,"""/hardware/injection_valve""","""0: Failed to configure. Waiting for 5 seconds before reattempt.""","""motor_driver.py""","""<module>""",56,[/rosout]
1584479722148420991,,3,,1584479722,131473064,'',1,"""/hardware/scheduler""","""... service URL is rosrpc://gandalf:37963""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479722218875200,,4,,1584479722,198579072,'',1,"""/hardware/scheduler""","""[/hardware/scheduler/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479723228201575,,5,,1584479723,193727016,'',2,"""/hardware/abort_valve""","""Starting DC motor driver on pins P9_11, P9_12""","""motor_driver.py""","""<module>""",44,[/rosout]
1584479723370442242,,5,,1584479723,332223892,'',2,"""/top/watchdog""","""/hardware/injection_valve has been born.""","""binaydog.py""","""check_on_nodes""",34,"[/commands, /rosout, /uptime]"
1584479723461813367,,6,,1584479723,433468103,'',2,"""/top/watchdog""","""/top/tcp_server has been born.""","""binaydog.py""","""check_on_nodes""",34,"[/commands, /rosout, /uptime]"
1584479723548106117,,7,,1584479723,511755943,'',2,"""/top/watchdog""","""/hardware/solenoid has been born.""","""binaydog.py""","""check_on_nodes""",34,"[/commands, /rosout, /uptime]"
