timestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1584479708295323823,,2,,1584479708,199377059,'',1,"""/top/exec""","""init_node, name[/top/exec], pid[4276]""","""client.py""","""init_node""",340,[/rosout]
1584479708478509781,,3,,1584479708,436388015,'',1,"""/top/exec""","""... service URL is rosrpc://gandalf:37297""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479708627431531,,4,,1584479708,586929082,'',1,"""/top/exec""","""[/top/exec/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479709514438157,,5,,1584479708,894855022,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479709875692990,,6,,1584479709,338062047,'',1,"""/top/watchdog""","""[/top/watchdog/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479710113334907,,7,,1584479709,592472076,'',1,"""/top/tcp_server""","""[/top/tcp_server/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479710800156865,,8,,1584479710,747729063,'',1,"""/top/exec""","""... service URL is rosrpc://gandalf:37297""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479710953172573,,9,,1584479710,893096923,'',1,"""/top/exec""","""[/top/exec/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479711625046448,,10,,1584479711,568427085,'',1,"""/top/readiness_admin""","""... service URL is rosrpc://gandalf:33345""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479711760653740,,11,,1584479711,708167076,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479712180858365,,12,,1584479712,152396917,'',1,"""/top/tcp_server""","""... service URL is rosrpc://gandalf:40267""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479712265766157,,13,,1584479712,244338035,'',1,"""/top/tcp_server""","""[/top/tcp_server/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479713135244949,,14,,1584479713,111097097,'',1,"""/top/watchdog""","""... service URL is rosrpc://gandalf:41589""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479713256510240,,15,,1584479713,237982034,'',1,"""/top/watchdog""","""[/top/watchdog/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479713733128949,,16,,1584479713,561198949,'',1,"""/hardware/injection_valve""","""... service URL is rosrpc://gandalf:44077""","""tcpros_service.py""","""__init__""",565,[/rosout]
1584479713773682282,,17,,1584479713,715616941,'',1,"""/hardware/injection_valve""","""[/hardware/injection_valve/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479715466549032,,18,,1584479712,64779043,'',1,"""/hardware/abort_valve""","""[/hardware/abort_valve/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1584479715678137074,,19,,1584479715,615036964,'',1,"""/hardware/abort_valve""","""... service URL is rosrpc://gandalf:39127""","""tcpros_service.py""","""__init__""",565,[/rosout]
