timestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1587851114394631683,,2,,1587851113,424881935,'',1,"""/top/exec""","""[/top/exec/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587851114563425725,,3,,1587851114,485522985,'',1,"""/top/tcp_server""","""init_node, name[/top/tcp_server], pid[27232]""","""client.py""","""init_node""",340,[/rosout]
1587851114819027308,,4,,1587851114,770430088,'',1,"""/top/tcp_server""","""... service URL is rosrpc://192.168.1.34:38585""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587851115047352933,,5,,1587851115,12707948,'',1,"""/top/tcp_server""","""[/top/tcp_server/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587851115617035725,,6,,1587851115,568161010,'',1,"""/top/exec""","""... service URL is rosrpc://192.168.1.34:42723""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587851115796025017,,7,,1587851115,699270009,'',1,"""/top/exec""","""[/top/exec/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587851116500125309,,8,,1587851116,82676887,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587851117630247809,,9,,1587851117,604695081,'',1,"""/top/tcp_server""","""... service URL is rosrpc://192.168.1.34:38585""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587851117801621725,,10,,1587851117,770854949,'',1,"""/top/tcp_server""","""[/top/tcp_server/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587851117996888559,,11,,1587851117,953485012,'',1,"""/top/watchdog""","""init_node, name[/top/watchdog], pid[27231]""","""client.py""","""init_node""",340,[/rosout]
1587851118121115767,,12,,1587851118,100704908,'',1,"""/top/watchdog""","""... service URL is rosrpc://192.168.1.34:41287""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587851118254574934,,13,,1587851118,229358911,'',1,"""/top/watchdog""","""[/top/watchdog/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
