timestamp,sync_bytes,time,id,checksum,format,data
1564026604223910900,43605,1564026604217,224,53455,'',"[78, 246, 22, 115, 8, 4, 34, 167, 49, 91, 160, 34, 71, 205, 135, 86, 112, 156, 234, 152, 235, 83, 167, 90]"
1564026608223587100,43605,1564026608217,1960,18438,'',"[163, 147, 21, 242, 146, 250, 90]"
1564026625223448400,43605,1564026625217,448,24898,'',"[245, 255, 8, 201, 118, 219, 84, 58, 176, 0, 110, 165, 2, 124, 29, 241]"
1564026630722470800,43605,1564026630717,1904,23428,'',"[76, 227, 220, 83, 251, 186, 206, 101, 170, 144]"
1564026653241307200,43605,1564026653218,1820,37868,'',"[87, 68, 236, 175, 122, 106, 242, 201, 172, 74, 202, 86, 101, 140, 205, 240, 101, 71, 181, 164, 156, 115, 97, 57, 168]"
1564026667733000000,43605,1564026667717,448,34365,'',"[81, 150, 224, 192, 197, 234, 135, 231, 70, 83, 18, 68, 127, 63, 48, 164, 74, 78]"
1564026675726629700,43605,1564026675717,1092,44125,'',"[142, 30, 113, 139, 136, 157, 194, 126, 182, 95, 172]"
1564026691741354100,43605,1564026691723,1456,41834,'',"[218, 149, 91, 37, 82, 41, 173, 79, 73, 243, 238, 92, 149, 233, 166, 91, 52, 252, 222, 99, 62, 84, 7, 52, 245, 24, 245, 21, 80, 20, 106, 120, 97, 46, 150, 112, 31]"
1564026702724198000,43605,1564026702717,1904,58104,'',"[55, 234, 188, 132, 2, 114, 234, 152, 96, 97, 186, 79, 214, 195, 33, 213]"
1564026725722414300,43605,1564026725717,1120,58816,'',"[187, 93, 62, 67, 183, 139, 196, 32, 220, 134]"
1564026741222986500,43605,1564026741217,728,58465,'',"[105, 149, 199, 102, 70, 144, 223, 197, 154, 236, 73, 8]"
1564026763222967000,43605,1564026763217,784,43952,'',"[210, 121, 137, 120, 148, 222, 70, 232, 109, 193, 74, 250, 133, 165, 205, 158, 88, 130, 177, 94, 252, 78]"
1564026764723031200,43605,1564026764717,1120,3816,'',"[166, 217, 45, 166, 171, 45, 121, 14]"
1564026769722041900,43605,1564026769717,1652,46993,'',"[98, 215, 238, 25, 138, 142]"
