timestamp,linear,x,y,z,angular,x,y,z
1564026597338692700,,0.554764213648,0.999850603576,-0.209184352968,,0.923139764375,-0.341468212986,0.385757516023
1564026597388652100,,0.595653147806,0.997737245098,-0.399283186676,,0.95690959835,-0.380321704611,0.401079501283
1564026597438727600,,0.635053134754,0.993130158865,-0.573465579073,,0.981118689452,-0.418514829737,0.41628997555
1564026597488669100,,0.672896233987,0.986034154169,-0.724898528475,,0.995533092808,-0.456011861737,0.431397138124
1564026597538572400,,0.708989532891,0.976489494508,-0.847191762369,,0.999985739847,-0.492649684949,0.446356867257
1564026597589097900,,0.743546951692,0.964417521938,-0.936269798754,,0.994394691383,-0.528679221797,0.461295470135
1564026597638741700,,0.775816550396,0.950108106451,-0.987172460625,,0.979014602271,-0.56333608875,0.475915298958
1564026597688617300,,0.806417267693,0.933309364572,-0.999204130364,,0.953742025782,-0.597303954394,0.49052445796
1564026597738552200,,0.834959078765,0.914200863474,-0.971371705751,,0.918972676501,-0.630186740189,0.504976554426
1564026597788552600,,0.861422980955,0.892800845444,-0.904800824574,,0.8750090204,-0.661986229819,0.519293023737
1564026597839218100,,0.885887784616,0.869004434969,-0.801355460129,,0.821921892681,-0.692836110883,0.533559183639
1564026597891293800,,0.908313917074,0.842741146857,-0.664056722233,,0.759870165666,-0.722751102019,0.547812553782
1564026597951760000,,0.93227246287,0.808115351837,-0.462304780966,,0.674505304331,-0.757156556716,0.56482153796
1564026597988716000,,0.945160243336,0.78550107412,-0.32483041482,,0.617385474175,-0.777165448012,0.575075864131
1564026598038589400,,0.960299511514,0.753596362821,-0.130503170576,,0.535784283929,-0.802698660984,0.588627460597
1564026598088515600,,0.973042942426,0.719799430999,0.0690797199082,,0.448808157401,-0.826845404425,0.602019145595
1564026598138543900,,0.983349510508,0.684220038888,0.265820053266,,0.357389534727,-0.849546771155,0.615237669922
1564026598188550700,,0.991200828114,0.64692911494,0.451983369407,,0.262396416624,-0.870775791256,0.628286317105
1564026598246808600,,0.996709953866,0.606725062394,0.625250366441,,0.16156118792,-0.891112780533,0.64157817263
1564026598289140900,,0.999481568447,0.567112780719,0.765105039723,,0.0643523252809,-0.908872641186,0.654004961428
1564026598338749600,,0.999850067358,0.525647977005,0.876856754047,,-0.0346377075186,-0.925305600185,0.666402789974
1564026598388577600,,0.997738799722,0.48252236469,0.954821989787,,-0.134126562927,-0.940282734884,0.67872217397
1564026598442827100,,0.99311751504,0.438026851652,0.994881879024,,-0.232639565189,-0.95367808201,0.690898448646
1564026598494011700,,0.985631141045,0.390401841535,0.994160652022,,-0.332978339491,-0.965886996965,0.703404638391
1564026598539224900,,0.976479677108,0.346162206856,0.955783516779,,-0.421086031136,-0.975395121026,0.714591424226
1564026598594697700,,0.964507730462,0.298929409125,0.878487313133,,-0.509371993662,-0.983717807079,0.726129023423
1564026598639690100,,0.950103421178,0.250856449199,0.766043465173,,-0.592748070671,-0.990350880271,0.737488390153
1564026598690315400,,0.932998337507,0.201269669421,0.619813696164,,-0.671732925221,-0.995347763755,0.748871053161
1564026598738750200,,0.914178832343,0.152873070709,0.454938361794,,-0.741059362271,-0.99845349909,0.759606016263
1564026598790452800,,0.892796119969,0.103327829467,0.269095598243,,-0.804344434179,-0.999902191634,0.770331749636
1564026598840679000,,0.868912992969,0.0529742701915,0.0703407559006,,-0.860167899429,-0.99960497467,0.780958801954
1564026598888710600,,0.843332053077,0.00345092228752,-0.127444259449,,-0.906404814271,-0.997592935052,0.791167189416
1564026598938560200,,0.815458744193,-0.0464643387078,-0.321696572513,,-0.94400266522,-0.993844899304,0.801236606204
1564026598988590100,,0.78551745165,-0.0963209705233,-0.503356264677,,-0.972220359592,-0.988369159149,0.811095223832
1564026599039896100,,0.752891937971,-0.147021847345,-0.668227957038,,-0.991023877727,-0.981001516918,0.820937535208
1564026599089349500,,0.719821773923,-0.195196036339,-0.800078901202,,-0.999341798817,-0.972283634233,0.830135906759
1564026599138628800,,0.684214996559,-0.243987631629,-0.903342294363,,-0.997968536173,-0.961696586389,0.839316164055
1564026599188656400,,0.646912206812,-0.292150012905,-0.970547263318,,-0.986623228688,-0.949444272313,0.848259452123
1564026599239953900,,0.607578318292,-0.340073053378,-0.999150551951,,-0.965147538654,-0.935389888077,0.857057103512
1564026599293048600,,0.563930102982,-0.390214932098,-0.984855071346,,-0.931409236533,-0.918578183841,0.866170157251
1564026599338696000,,0.525724236418,-0.431753467438,-0.937109157234,,-0.894416549256,-0.902910285054,0.873661160751
1564026599391821700,,0.482029247875,-0.47681927886,-0.847823248183,,-0.844660963719,-0.883989822045,0.881742198448
1564026599441961400,,0.437701471221,-0.520094413479,-0.725767427147,,-0.78708760868,-0.863778548324,0.889470827191
1564026599488543400,,0.392690223521,-0.561706442185,-0.576311829428,,-0.722286520796,-0.842271643368,0.89688758624
1564026599538640300,,0.346194192648,-0.602389221261,-0.402303234518,,-0.649566552792,-0.81906530806,0.904139990767
1564026599588796600,,0.298884815477,-0.641520891047,-0.212446745327,,-0.570436091894,-0.794462752914,0.911133164934
1564026599640666900,,0.249651736321,-0.679941601139,-0.00926314065058,,-0.483483355627,-0.767833732537,0.918034005298
1564026599688820000,,0.202113840035,-0.714903829364,0.184881221026,,-0.395876923642,-0.74115099828,0.924362472067
1564026599738786900,,0.152898045974,-0.748967355113,0.376499369193,,-0.302190986343,-0.712533801636,0.930594388908
1564026599796901200,,0.0970078394038,-0.785090203115,0.573993623514,,-0.193089397924,-0.678818758042,0.937304360065
1564026599843015000,,0.0492343250742,-0.813850876925,0.71944710381,,-0.0983345225099,-0.648969630914,0.942750133861
