timestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1563914316191091750,,1,,1563914316,143458242,'',2,"""/logging/rosbag_record""","""Subscribing to /rosout""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1563914316191114141,,2,,1563914316,161683655,'',2,"""/logging/rosbag_record""","""Subscribing to /rosout_agg""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1563914316352347341,,0,,1563914316,207709408,'',2,"""/sensors/combustion_thermocouple""","""Starting thermocouple driver on pins 34, 35, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/thermocouple_driver.cpp""","""main""",17,[/rosout]
1563914316353455957,,0,,1563914316,255940380,'',2,"""/hardware/valve_motor""","""Starting motor driver on pins 45, 46""","""/home/foster/git/rocket-os/src/hardware/src/motor_driver.cpp""","""main""",33,[/rosout]
1563914316353661383,,0,,1563914316,218545024,'',2,"""/sensors/tank_thermocouple""","""Starting thermocouple driver on pins 34, 35, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/thermocouple_driver.cpp""","""main""",17,[/rosout]
1563914316353730256,,0,,1563914316,234883027,'',2,"""/sensors/tank_transducer""","""Starting pressure transducer driver on pins 90, 91, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/pressure_transducer_driver.cpp""","""main""",15,[/rosout]
1563914316353815252,,0,,1563914316,252451568,'',2,"""/sensors/float_switch""","""Starting float switch driver on pins 14, 15, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/float_switch_driver.cpp""","""main""",17,[/rosout]
1563914316353849168,,0,,1563914316,257673717,'',2,"""/sensors/imu""","""Starting imu driver on pins 88, 89, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/imu_driver.cpp""","""main""",16,[/rosout]
1563914316554523131,,0,,1563914316,259472225,'',2,"""/hardware/pump_motor""","""Starting motor driver on pins 78, 79""","""/home/foster/git/rocket-os/src/hardware/src/motor_driver.cpp""","""main""",33,[/rosout]
1563914316554867022,,0,,1563914316,261690020,'',2,"""/hardware/solenoid""","""Starting solenoid driver on pins 31, 32""","""/home/foster/git/rocket-os/src/hardware/src/solenoid_driver.cpp""","""main""",26,[/rosout]
1563914317193748869,,3,,1563914317,193642917,'',2,"""/logging/rosbag_record""","""Subscribing to /transmission/incoming""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1563914317200122418,,4,,1563914317,200013671,'',2,"""/logging/rosbag_record""","""Subscribing to /sensors/float_switch/state""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
