timestamp,x,y,z,w
1564026597338706900,0.55481836641,0.999849505363,-0.209431478776,0.92318522301
1564026597388711300,0.595697768195,0.997733620915,-0.399479907353,0.956938671586
1564026597438764500,0.635089784035,0.993124801307,-0.573616356067,0.981135101694
1564026597488685600,0.672933446576,0.986025973338,-0.72503384494,0.99554168745
1564026597538584600,0.709014416772,0.976482247303,-0.847262689315,0.999985414606
1564026597589112000,0.743565285474,0.964410650903,-0.936305639776,0.994389850326
1564026597638783500,0.775837309625,0.950098066317,-0.987192855579,0.979003036906
1564026597688623400,0.806438133429,0.933297378687,-0.999198833914,0.95372396199
1564026597738590300,0.834978234132,0.914187529165,-0.971340432142,0.918949171493
1564026597788589900,0.861440780655,0.892785916905,-0.904744367623,0.874979932978
1564026597839227100,0.885920520685,0.868969867481,-0.801188849786,0.821846650498
1564026597891300000,0.908326881266,0.842724974974,-0.66396687373,0.759836996833
1564026597951698200,0.932451661185,0.807824273318,-0.460550860468,0.673782606623
1564026597988735100,0.945173636038,0.785476728127,-0.324682489615,0.617328831102
1564026598038601900,0.960309155163,0.753574891579,-0.130373633443,0.535734358138
1564026598088526500,0.973048385675,0.719783873262,0.0691691508662,0.448773215619
1564026598138555000,0.983354622641,0.684200564884,0.265922101142,0.357345890562
1564026598188562700,0.991205214223,0.646904934401,0.452095658573,0.262341200731
1564026598246821100,0.997176726354,0.601959325593,0.643741892878,0.161511777573
1564026598289306200,0.9994825582,0.567088626829,0.765179951832,0.0643004576759
1564026598338769000,0.999848623068,0.525578812554,0.877012591348,-0.0347906799911
1564026598388648400,0.99773645957,0.482493337481,0.954861092284,-0.134185628758
1564026598442881200,0.992956922219,0.436801982888,0.995417636524,-0.235280711155
1564026598494312500,0.985526608881,0.389834582668,0.993891711296,-0.334130931906
1564026598539395500,0.976450675689,0.346037615006,0.955627172321,-0.421316973109
1564026598594684200,0.964499545781,0.298901196893,0.878430352784,-0.50941672009
1564026598639704700,0.950080512312,0.250786748465,0.765858304038,-0.592857516282
1564026598690328300,0.932940838103,0.201114830185,0.61972163932,-0.671771427236
1564026598738763900,0.91415138628,0.152807804697,0.454703947836,-0.741142920199
1564026598791048500,0.89278022447,0.103293918043,0.268965169262,-0.804380697531
1564026598840956100,0.868869326325,0.052888083655,0.0699963767408,-0.860251302841
1564026598890027300,0.843310911893,0.00341372920827,-0.127591818095,-0.906433615344
1564026598938753700,0.815438733662,-0.046497204911,-0.321820277982,-0.94402217207
1564026598988702500,0.78549590992,-0.0963539565619,-0.503470803193,-0.972234420957
1564026599039903700,0.752872166493,-0.147050382441,-0.668313091736,-0.991030633534
1564026599089369900,0.719709555259,-0.195352935393,-0.800462047698,-0.999352994439
1564026599138644200,0.684188915023,-0.244020694972,-0.903400780164,-0.99796467625
1564026599188662600,0.646887480374,-0.292179426957,-0.970576893779,-0.986614210191
1564026599240282700,0.60687704773,-0.340901372079,-0.999289489433,-0.964687448867
1564026599293496700,0.563904703721,-0.390241932603,-0.984834726806,-0.93139066481
1564026599339051800,0.525655481443,-0.43182507825,-0.936998265244,-0.894348722863
1564026599392365300,0.47979337775,-0.47905845233,-0.842372179559,-0.841926507118
1564026599442185400,0.437675532632,-0.520117831354,-0.725692630781,-0.787057900353
1564026599488561200,0.392663034291,-0.561729717748,-0.576220639417,-0.722251893233
1564026599538653900,0.346159299037,-0.602417766821,-0.402174012449,-0.649517608337
1564026599588816800,0.298841586319,-0.641554176827,-0.212278999396,-0.570372643478
1564026599640689800,0.249427093855,-0.680109939019,-0.0083447879089,-0.483090115028
1564026599688918300,0.202073911691,-0.714931335582,0.185034925108,-0.395812554123
1564026599738828400,0.152864352905,-0.748988997672,0.376619522023,-0.30213780425
1564026599796911700,0.096966787441,-0.785115011388,0.57412246912,-0.193022492975
1564026599844344500,0.0491912236,-0.813874843443,0.719558373048,-0.0982661905159
